,Unnamed: 0,comment_text,toxic
10912,10912,"BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS",1
1830,1830,"stop sending me this shit...
i'm not doing anything to esc 2009 
the article doesn't even exict
so stop being such a bitch...
stop sendinh me this",1
23874,23874,"Yes, so is the rest of the internet. Like when Al-Qaeda makes serious posts about plots that actually follow through.",0
8745,8745,You fucked with the wrong person.,1
655,655,Sex sex sex sex Sex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex,1
21357,21357,"""

The Punk Rock page has more """"meat"""" in the text and its a LOT of text Content then a photo so the glance is in favor of the text . I do see some areas that can be fleshed out . I think the hardcore page wouldn't work with every section in depth like theirs, thats what makes this page also unique to hardcore , but I do think that some sections here are too small and that would work to balance out the photos to keep the text the main teaching and learning tool . I would like to resize the photo of zines a little smaller even if it has to be re-uploaded . Then it might now be too much and too """"busy"""" . People read to retain information the right set up enhances that . Too many pictures are a distraction . They take away from the knowledge . More fleshed out sections can help . Ill brainstorm on that until later . I guess add the picture, if it bumps the others too far out of whack we can resize it or when the story gets fleshed out a little, maybe it will balance itself out more. The third option is we can fill out some sections more . Make it more balanced and then add the zines' photo, after, so it Accentuates and isn't the meat and potatoes of the section .  the sections of """"influence on other genres"""" . That could be good place to start adding more content(depth) . Ill study some other pages meanwhile when I get a chance then bring that knowledge here . a little later . Thanks a lot . I love to share knowledge and I like sharing that here for free . 68.39.152.45  """,0
14319,14319,Alansohn tucks his sack back every now and then and tells his gay roommate to call him Sandra.,1
17621,17621,"Wikimedia Commons and [[:File:BSVRR EMD FP9.jpg]
Thanks for taking the picture File:BSVRR EMD FP9.jpg of the locomotive and uploading it. I just wanted to mention that if you upload your photos to Wikimedia Commons at http://commons.wikimedia.org , this will allow your photos to be used in other Wikipedias, such as the French, Spanish and German ones, and still allow them to be used in the English Wikipedia.",0
10834,10834,"RE: 

They're not fair use, only because I didn't add some stupid ass rationale on the page? You faggots and your fuckin' technicalities man, delete it, i don't give a shit.",1
22172,22172,"""

 December 2009 

 Please do not add inappropriate external links, as you did with this edit to Heath (habitat). If you continue to do so, you will be blocked from editing.    """,0
7529,7529,"""
Nope, I'm afraid it's up to you today Libsey. TW is being a complete ass and has gone and gotten itself lagged up... I haven't been able to CSD anything all day. Undo away! Talk """,1
28946,28946,"Zinfandel GA review==
Hi, I don't know if you've been monitoring Zinfandel lately, but it's now under Good Article review. If you can help address remaining concerns (ferreting out original research, citing any remaining claims that need citing), particularly possibly reorganizing the History section, please feel free. Thanks. I already addressed your concern about the lead section claiming the wrong climates for Napa and Sonoma. ~  

==",0
344,344,"—Preceding unsigned comment added by  (talk • contribs) 17:01, 3 August 2008
Fuck off.",1
2175,2175,bitches like donner60 like to feed on souls-bitch,1
27211,27211,"Hi Tawker!  First, congratulations on the mop and broom.  Second, thanks for the note on the scanner.  I'm not sure what is up with those Saudi IPsthey seem to be part of a range but I don't know if security is still compromised there or not (obviously it was a month ago since squidward was able to use several of them).  I unblocked two of the IPs as a courtesy to the person who posted to the noticeboard.  Cheers!   (talk)",0
29406,29406,"Katie Simms 

Currently lives in Cononley, a small village residing in the valley of Yorkshire. 
She is a fond lover of cats and only has them to talk to. 
She has one friend, rowan parker whom she tells EVERYTHING to.",0
18921,18921,REDIRECT Talk:Sun Hwa (Filipino School),0
13565,13565,"Learn to read 

And stop being a surly prick. Keep the snide comments to yourself.",1
11133,11133,"""

 YOU MOTHERFUCKER 

  YOU MOTHERFUCKER You're dead...enough said   """,1
25401,25401,"""

""""It is clearly designed to denigrate those who have raised objections to the presence of Islam in Danish society.""""

You should, perhaps, check out the articles from the U.S. Dept of State. There is one on human rights in DK and one on religious freedom. This is factual, academic work, and it is far more damning that anything I have written (yet). I will soon be incorporating some of these new findings provided by the U.S. Dept of State and the U.S. Ambassador to DK into this Wikipedia article.

If DK has a policy of religious freedom, yet officially have a program of harassing immigrants, that will not gain any favor in terms of international relations. It is virtually impossible to have an article that is factual and also presents a view that the Danes are victims of Muslim invaders, because the facts do not support this. You have a bias towards a sanitized version where the DPP is just a conservative party, and then you and your co-horts choose to delete their racist statements made in Parliament and just about every fact that makes Denmark look bad. It's unfortunate that the truth and facts make DK look bad, but it is what it is... The U.S. Dept of State reports are far more damning, and if you think that is biased, it is in fact you who are biased. Please keep your opinions between your underground """"conservative"""" groups. We want facts and citations here.""",0
4865,4865,"""

WP:BURDEN is with you. '''''' Dick Laurent is dead """,1
24407,24407,I might as well give up then.,0
16068,16068,"OK, Steve, to be honest I really like the present form. So, I don't have any issue with the present one.",0
6336,6336,"hey man 

I fucked your mother. 64.56.243.153",1
29878,29878,"MEMORABLE EVENTS AND RECORDS

How about the Kerry Wood 20 strikeout game?  Should this go here too?",0
7617,7617,Fuck up. 122.57.32.65,1
5572,5572,"==You're a bitch== 

Yeah, sure, my FIRST edit might've been worded wrong, but my second one was not. People shit out of their anuses and you're a bitch. Both are facts of life, dumbass. Go to hell.",1
472,472,PISS COMING FROM MY ASSS!,1
9693,9693,"""
I was about to suggest that the maths desk is a rarified enviroment, and that it lacks a sufficiently large """"ecosystem"""" to prevent cabin fever breaking out.. A corollary of that was that I went to look to see if MeniRosenfeld was still on the desks - but what horror you've fallen out with him too.. How the fuck did you manage that? MeniRosenfeld is the nicest person I've never met. Anyway don't take that as an insult, but as confirmation of my cabin fever theory.
I think the maths desk might benefit from a few 'semi-competent idiots' amongst all the brains - I've been 'shot at' by MichaelHardy for perceived errors on that desk the last time I was there - it could end becoming a sort of gentlemen's club - invitation only .. which doesn't really match it's purpose. I've had issues with my perception of people 'demonstrating their superiority' rather than 'actual trying to help the questioner' in the past - though that is my purely subjective view.end of essay83.100.251.196  """,1
28598,28598,"""
 I wouldn't go so far as to say that they are """"wrong.""""  Technically she is 2nd in line to the authority of the Presidency, but not technically the office itself.  For all intents and purposes it is one and the same.  """,0
13192,13192,"""HI ARROGANT CATHOLIC-PANDERING DUMB FUCK, STOP LYING FUCKHEAD:

http://en.wikipedia.org/wiki/Template_talk:Citations_missing#Inline_citations_are_not_required_by_policy

1. Inline citations are not required by policy

No policy requires inline citations. They are often a good idea, and are a requirement for feature article status, but it is not a requirement for all articles. Furthermore, the tag is often used when the article has adequate sources. This tag therefore enshrines a particular editor's view about style (that the article in question should have inline citations) in an inappropriate way. That point belongs on the talk page, not in the article itself. Robert A.West (Talk) 

    Where does it say that featured articles have different requirements then other articles? Jeepday 

        The whole point in to get citations for all articles so that they meet the WP:V requirements, I have noticed that tags quite often help by bringing this to attention of users, particularly new-ish users. Cheers SeanMack 

            I agree with Jeepday and SeanMack. Our ultimate goal should be for every article to be of FA quality.  Satori Son 

                That goal is not consensus among editors. But more importantly, inline citations for every fact are not an FA requirement; see WP:FA? section 1c. CMummert · talk 

2. I GAVE THE LINK TO WHAT I WAS REFERRING TO YOU FUCK SO HOW CAN YOU NOT SAY THAT I DID NOT PROVIDE A REFERENCE FUCKTARD? WELL LYING FUCK? 2. FUCKTARD HOW CAN I PROVIDE A REFERENCE TO A DELETED POST YOU FUCKIN MORON?

3: FUCKHOLE DEATHTARD, FOR THE SECOND TIME HERE IS THE CITATION FUCKHOLE AND THIS TIME ON DISPLAY FOR YOUR FUCKHOLE EYES:

Teacher knows something about Catholic bashing

   Posted by Alex Murphy

On Religion 02/22/2007 9:46:01 AM PST · 78 replies · 835+ views

The Bakersfield Californian ^ | Feb 21 2007 | LEONEL MARTINEZ My catechism teacher, Sister Mary Lou Petrillo, was a smart and scrappy nun who drilled into us the basics of Catholicism without demeaning other Christian churches or religions. Too bad Sister Mary Lou isn't available to teach a few intensive lessons on tolerance to the campaign people of presidential candidate John Edwards. Within the last few weeks, two bloggers for the former North Carolina senator resigned after being hit with criticism from conservative Catholic organizations angered by past anti-Catholic remarks the bloggers posted on the Web, according to CNN. Melissa McEwan and Amanda Marcotte quit after groups like the Catholic...

(EXPLETIVE DELETED) CATHOLIC BASHING (Reinhard)

   Posted by jazusamo

On News/Activism 02/15/2007 9:04:00 AM PST · 18 replies · 940+ views

The Oregonian ^ | February 15, 2007 | David Reinhard Welcome, ladies and gentlemen, it's time to play that favorite game of conservatives and Republicans  """"What if . . ."""" Todaywe have a special """"twofer"""" edition of the game that asks: """"What would happen if a Republican tried something like this?"""" Pay attention, double-standard mavens, because this is a multipronged question today: What if . . . . . . a Republican presidential candidate hired a blogmaster whose writings featured vile attacks on other religions and expletive-laced rants against those who disagreed with her? . . . the same Republican also hired another blogger whose writings featured similar...

""""The Catholic League"""", mighty champion of ....gay bashing and anti-semitism ? (Propaganda alert!)

   Posted by Joseph DeMaistre

On Religion 12/09/2006 8:55:50 PM PST · 21 replies · 592+ views

Talk to Action ^ | Sun Jun 25, 2006 | By Bruce Wilson Hate speech is typically the first line of attack employed by bullies, but bullies become emboldened when eliminationalist rhetoric is tolerated, and that societal acceptance can lead to far worse things. I've previously covered hate speech - see Enough Hate Spech To Stun An Ox, and Hatecrime.org has an extensive collection of hate speech targeting homosexuals. Suprisingly - or not - at least one individual whose statements are featured in that archive ( and also in collections of antisemitic rhetoric ) is also leader of a prominent Christian right group that claims to fight against anti-Catholic bias and discrimination who...

CATHOLIC-BASHING PLAYS ARE HOT

   Posted by NYer

On News/Activism 08/18/2006 3:46:38 PM PDT · 23 replies · 548+ views

Cath",1
